customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges
CUST-0032,Male,0,Yes,No,4,Yes,No phone service,Fiber optic,No,No internet service,No internet service,No,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),86.69,346.76
CUST-0033,Female,0,No,No,3,Yes,Yes,Fiber optic,No,No internet service,No,Yes,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),99.82,299.46
CUST-0034,Male,0,Yes,No,1,No,No phone service,DSL,No,No internet service,Yes,No internet service,No,Yes,Month-to-month,Yes,Bank transfer (automatic),95.33,95.33
CUST-0035,Female,0,No,Yes,11,Yes,Yes,Fiber optic,No,No internet service,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,75.71,832.81
CUST-0036,Female,0,Yes,Yes,2,Yes,No,No,No,Yes,No,No,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),112.08,224.16
CUST-0037,Female,0,Yes,No,5,Yes,No,Fiber optic,No,No internet service,No internet service,No,Yes,Yes,Month-to-month,Yes,Electronic check,114.55,572.75
CUST-0038,Female,0,No,Yes,7,Yes,Yes,Fiber optic,No,Yes,Yes,No,No internet service,No,Month-to-month,Yes,Credit card (automatic),105.68,739.76
CUST-0039,Male,0,No,No,7,No,Yes,Fiber optic,No,No internet service,No,No,Yes,Yes,Month-to-month,No,Mailed check,99.35,695.45
CUST-0040,Male,0,Yes,No,4,Yes,No phone service,Fiber optic,No,Yes,No internet service,No,No,No,Month-to-month,No,Electronic check,118.23,472.92
CUST-0041,Male,0,No,No,4,Yes,Yes,Fiber optic,No internet service,No internet service,No,No,Yes,No internet service,Month-to-month,Yes,Mailed check,80.4,321.6
CUST-0042,Female,0,No,Yes,9,Yes,Yes,Fiber optic,No,No internet service,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),108.21,973.89
CUST-0043,Female,0,No,Yes,2,Yes,Yes,Fiber optic,No,Yes,No,No,No,No internet service,Month-to-month,No,Electronic check,80.78,161.56
CUST-0044,Female,0,Yes,No,6,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Credit card (automatic),92.18,553.08
CUST-0045,Female,1,Yes,No,5,Yes,No phone service,Fiber optic,No,No,No,No,Yes,No internet service,Month-to-month,Yes,Electronic check,101.35,506.75
CUST-0046,Female,0,Yes,No,0,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,108.17,0.0
CUST-0047,Female,0,No,Yes,3,Yes,No phone service,Fiber optic,No,Yes,Yes,Yes,No,No,One year,No,Electronic check,75.17,225.51
CUST-0048,Male,0,No,Yes,5,Yes,No,Fiber optic,No,No,No internet service,No,No internet service,No,Month-to-month,Yes,Mailed check,86.73,433.65
CUST-0049,Male,0,Yes,Yes,10,No,Yes,DSL,No internet service,No,No internet service,No,No,No internet service,Month-to-month,No,Mailed check,99.22,992.2
CUST-0050,Male,0,Yes,No,5,Yes,No,Fiber optic,No,Yes,No,No,No,No internet service,Month-to-month,No,Bank transfer (automatic),98.98,494.9
CUST-0051,Male,0,No,Yes,10,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),103.69,1036.9
CUST-0052,Male,1,No,Yes,11,Yes,No phone service,Fiber optic,No,No,Yes,No,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),88.67,975.37
CUST-0053,Male,0,No,Yes,11,Yes,No phone service,Fiber optic,No,No,Yes,No,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),99.32,1092.52
CUST-0054,Male,0,No,No,2,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,83.54,167.08
CUST-0055,Male,1,Yes,No,5,Yes,No phone service,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,83.41,417.05
CUST-0056,Female,0,No,No,11,Yes,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,100.95,1110.45
CUST-0057,Female,0,No,Yes,9,Yes,No phone service,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,105.85,952.65
CUST-0058,Female,0,Yes,No,5,Yes,No phone service,DSL,No,Yes,No internet service,No,Yes,No,Two year,Yes,Mailed check,80.42,402.1
CUST-0059,Female,0,Yes,No,11,Yes,No phone service,Fiber optic,No,No,No internet service,No,No,No internet service,Two year,Yes,Bank transfer (automatic),80.53,885.83
CUST-0060,Female,0,No,Yes,8,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,100.44,803.52
CUST-0061,Female,0,Yes,Yes,8,Yes,No phone service,Fiber optic,No,No,No internet service,No,No internet service,Yes,One year,Yes,Mailed check,87.15,697.2
CUST-0062,Female,0,No,No,1,Yes,Yes,Fiber optic,No,Yes,Yes,No,No internet service,No,Month-to-month,No,Credit card (automatic),92.66,92.66
CUST-0063,Male,0,No,Yes,3,Yes,No,Fiber optic,No,No internet service,Yes,No,No internet service,Yes,One year,Yes,Electronic check,93.03,279.09
CUST-0064,Male,1,Yes,Yes,8,No,No,Fiber optic,No,No internet service,No internet service,No,Yes,Yes,Month-to-month,No,Credit card (automatic),83.03,664.24
CUST-0065,Female,0,Yes,No,3,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,75.06,225.18
CUST-0066,Male,0,No,No,7,Yes,No phone service,Fiber optic,No,No internet service,Yes,No,No,No internet service,Month-to-month,Yes,Electronic check,113.39,793.73
CUST-0067,Male,0,Yes,No,9,Yes,Yes,Fiber optic,No,No,No internet service,No,No,No,Month-to-month,Yes,Electronic check,107.18,964.62
CUST-0068,Male,0,No,No,11,Yes,No phone service,DSL,No,Yes,No,No,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),106.07,1166.77
CUST-0069,Male,1,No,No,2,Yes,No,Fiber optic,No,Yes,No internet service,No,No,No internet service,One year,Yes,Mailed check,99.59,199.18
CUST-0070,Male,0,No,No,2,Yes,No,Fiber optic,No,No,No internet service,No internet service,No,Yes,Month-to-month,Yes,Mailed check,106.54,213.08
CUST-0071,Female,0,Yes,Yes,8,Yes,No,DSL,No,No,No internet service,No internet service,No,No,Month-to-month,No,Credit card (automatic),117.11,936.88
CUST-0072,Male,0,No,No,10,Yes,No,Fiber optic,No,Yes,No internet service,Yes,No,No internet service,Month-to-month,No,Mailed check,104.96,1049.6
CUST-0073,Female,1,No,Yes,9,Yes,No phone service,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),86.93,782.37
CUST-0074,Female,0,No,No,7,Yes,Yes,Fiber optic,No,Yes,No,No internet service,Yes,Yes,Month-to-month,No,Mailed check,100.68,704.76
CUST-0075,Female,0,Yes,No,0,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),94.9,0.0
CUST-0076,Male,0,No,No,9,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),100.04,900.36
CUST-0077,Female,1,No,No,1,Yes,Yes,Fiber optic,No,No,No internet service,No,No,No internet service,Month-to-month,No,Bank transfer (automatic),98.29,98.29
CUST-0078,Female,0,No,No,2,Yes,No,Fiber optic,No,No,Yes,No,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),113.64,227.28
CUST-0079,Female,0,Yes,No,10,Yes,No,Fiber optic,No,No internet service,No,No,No,No internet service,Month-to-month,Yes,Mailed check,104.33,1043.3
CUST-0080,Female,0,No,No,1,Yes,Yes,Fiber optic,No,No internet service,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,83.49,83.49
CUST-0081,Male,0,No,No,2,Yes,No,Fiber optic,No,No internet service,Yes,No,No,No internet service,Month-to-month,Yes,Credit card (automatic),77.84,155.68
CUST-0082,Female,0,Yes,No,7,Yes,Yes,Fiber optic,No,No,Yes,No internet service,No,Yes,Month-to-month,Yes,Credit card (automatic),94.1,658.7
CUST-0083,Female,1,Yes,No,10,Yes,No,DSL,No,Yes,No internet service,No,No internet service,No,One year,Yes,Mailed check,75.7,757.0
CUST-0084,Female,1,No,No,10,Yes,Yes,Fiber optic,No,No,Yes,No,No,No internet service,Month-to-month,Yes,Credit card (automatic),89.32,893.2
CUST-0085,Female,1,No,No,11,No,No,Fiber optic,No,No internet service,No,No internet service,Yes,Yes,Month-to-month,Yes,Credit card (automatic),91.56,1007.16
CUST-0086,Male,0,No,Yes,5,Yes,Yes,Fiber optic,No,No,No,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),91.9,459.5
CUST-0087,Female,0,Yes,No,6,Yes,No,Fiber optic,No,No internet service,No,No,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),119.07,714.42
CUST-0088,Female,1,Yes,No,9,Yes,No,Fiber optic,No,No internet service,No,No,No,No,Month-to-month,No,Bank transfer (automatic),88.68,798.12
CUST-0089,Female,0,No,No,9,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No internet service,Month-to-month,No,Electronic check,86.94,782.46
CUST-0090,Female,0,Yes,No,5,Yes,Yes,Fiber optic,No,Yes,No internet service,No,Yes,No,Month-to-month,No,Bank transfer (automatic),80.82,404.1
CUST-0091,Female,0,No,No,0,Yes,No phone service,Fiber optic,No,No internet service,No,No,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),98.0,0.0
CUST-0092,Female,1,No,Yes,10,Yes,No,DSL,No,No internet service,No,Yes,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),81.92,819.2
CUST-0093,Male,0,Yes,Yes,2,Yes,No,Fiber optic,No,No,No internet service,No,No,No internet service,Month-to-month,Yes,Mailed check,102.73,205.46
CUST-0094,Female,1,No,No,0,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,No,No,No internet service,Month-to-month,Yes,Electronic check,81.98,0.0
CUST-0095,Male,0,Yes,Yes,11,Yes,No,Fiber optic,No,No,No,No,No,No internet service,Month-to-month,No,Electronic check,100.95,1110.45
CUST-0096,Male,0,Yes,No,9,Yes,No,Fiber optic,No,No internet service,No,No,No,No internet service,Two year,Yes,Electronic check,112.18,1009.62
CUST-0097,Female,0,No,No,11,Yes,No,Fiber optic,No,Yes,No internet service,No,No,No,Month-to-month,Yes,Mailed check,76.91,846.01
CUST-0098,Male,0,Yes,No,8,Yes,No,DSL,No,Yes,No,No,No internet service,No,Month-to-month,Yes,Electronic check,93.89,751.12
CUST-0099,Female,0,No,No,8,Yes,No phone service,Fiber optic,No,No internet service,No,No,No,Yes,Month-to-month,No,Electronic check,95.75,766.0
CUST-0100,Male,1,Yes,Yes,4,Yes,No phone service,Fiber optic,No,No,Yes,No,No,No internet service,Month-to-month,Yes,Mailed check,110.6,442.4
CUST-0101,Female,0,No,No,3,Yes,No,Fiber optic,No,No,No internet service,No,No internet service,No,One year,Yes,Electronic check,96.06,288.18
CUST-0102,Male,0,No,No,11,Yes,No,Fiber optic,No,No,Yes,No,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),100.54,1105.94
CUST-0103,Male,0,No,No,8,Yes,No,Fiber optic,No,No internet service,Yes,No,No internet service,No internet service,Month-to-month,No,Credit card (automatic),110.6,884.8
CUST-0104,Female,0,Yes,Yes,8,Yes,No phone service,Fiber optic,No internet service,No internet service,No internet service,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),100.19,801.52
CUST-0105,Male,0,No,No,2,Yes,No phone service,Fiber optic,No,Yes,Yes,No,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),91.12,182.24
CUST-0106,Male,0,Yes,Yes,4,No,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),78.86,315.44
CUST-0107,Male,1,Yes,No,2,Yes,Yes,Fiber optic,No,No internet service,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),107.85,215.7
CUST-0108,Male,0,Yes,Yes,9,Yes,No,Fiber optic,No,Yes,No internet service,No,No,Yes,Month-to-month,No,Credit card (automatic),114.2,1027.8
CUST-0109,Male,0,Yes,Yes,1,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),118.65,118.65
CUST-0110,Female,0,Yes,Yes,0,Yes,No phone service,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),116.7,0.0
CUST-0111,Male,0,No,No,11,Yes,No,Fiber optic,No,No internet service,No,Yes,No,Yes,One year,No,Bank transfer (automatic),110.88,1219.68
CUST-0112,Male,1,Yes,No,9,Yes,No,Fiber optic,Yes,No,No,No,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),103.96,935.64
CUST-0113,Female,0,No,No,1,Yes,No phone service,No,No,No internet service,Yes,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),110.17,110.17
CUST-0114,Female,1,No,No,7,Yes,No phone service,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),94.44,661.08
CUST-0115,Female,0,Yes,No,10,Yes,No phone service,Fiber optic,No,No internet service,No,No,No,No,Month-to-month,No,Bank transfer (automatic),101.76,1017.6
CUST-0116,Male,0,No,No,7,Yes,No phone service,Fiber optic,No,No,No internet service,No,Yes,No,Month-to-month,Yes,Credit card (automatic),90.69,634.83
CUST-0117,Male,1,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,No internet service,No,Month-to-month,No,Mailed check,89.7,179.4
CUST-0118,Male,0,Yes,Yes,6,Yes,No phone service,Fiber optic,No,Yes,Yes,No internet service,No internet service,No,Month-to-month,No,Mailed check,109.05,654.3
CUST-0119,Male,0,No,No,6,Yes,No phone service,Fiber optic,No,Yes,No,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),95.43,572.58
CUST-0120,Female,0,Yes,No,1,Yes,No,No,No,Yes,Yes,No,No internet service,No,Month-to-month,No,Mailed check,84.55,84.55
CUST-0121,Female,0,Yes,No,8,Yes,No,DSL,No internet service,Yes,No,No,No internet service,No,Month-to-month,Yes,Mailed check,84.09,672.72
CUST-0122,Male,0,Yes,No,2,Yes,No,DSL,No,Yes,No internet service,No,No internet service,Yes,Month-to-month,No,Credit card (automatic),113.66,227.32
CUST-0123,Male,0,No,Yes,1,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),105.5,105.5
CUST-0124,Male,0,No,Yes,11,Yes,No phone service,DSL,No internet service,No internet service,No internet service,No,No,No internet service,Month-to-month,No,Bank transfer (automatic),99.57,1095.27
CUST-0125,Male,0,No,No,2,Yes,No phone service,Fiber optic,No,No internet service,No internet service,No,Yes,No,Month-to-month,No,Mailed check,93.04,186.08
CUST-0126,Female,1,No,Yes,1,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),94.39,94.39
CUST-0127,Female,0,Yes,Yes,7,Yes,No phone service,Fiber optic,No,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),77.58,543.06
CUST-0128,Male,0,Yes,Yes,4,Yes,No,Fiber optic,No,Yes,No internet service,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),95.47,381.88
CUST-0129,Female,1,No,No,2,Yes,Yes,Fiber optic,No,No internet service,Yes,No,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),110.8,221.6
CUST-0130,Male,0,Yes,Yes,4,Yes,No phone service,Fiber optic,No,No,Yes,No internet service,No internet service,Yes,Month-to-month,No,Mailed check,92.46,369.84
CUST-0131,Male,0,No,No,10,Yes,Yes,Fiber optic,No,No internet service,No internet service,No,No,No,Month-to-month,No,Electronic check,92.26,922.6
CUST-0132,Female,0,Yes,No,10,Yes,Yes,DSL,No,No internet service,No,No,No,Yes,Month-to-month,No,Mailed check,75.71,757.1
CUST-0133,Male,0,Yes,No,7,Yes,No phone service,Fiber optic,No,No internet service,No internet service,No,Yes,Yes,Month-to-month,No,Credit card (automatic),95.6,669.2
CUST-0134,Female,0,Yes,Yes,6,Yes,No,Fiber optic,No,No,No,No,No internet service,Yes,Month-to-month,Yes,Electronic check,76.14,456.84
CUST-0135,Male,0,Yes,No,5,Yes,No phone service,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,100.67,503.35
CUST-0136,Female,0,Yes,No,0,Yes,No phone service,DSL,No,No internet service,No,No internet service,No internet service,Yes,Month-to-month,Yes,Electronic check,97.81,0.0
CUST-0137,Male,0,No,No,9,Yes,No,Fiber optic,No,No internet service,No internet service,No,No internet service,Yes,Month-to-month,No,Mailed check,112.8,1015.2
CUST-0138,Female,0,No,No,0,No,No phone service,Fiber optic,No,No,No internet service,No,No,No,Month-to-month,Yes,Credit card (automatic),101.18,0.0
CUST-0139,Male,0,Yes,No,0,Yes,No phone service,DSL,Yes,Yes,No internet service,No,Yes,No internet service,One year,No,Mailed check,89.55,0.0
CUST-0140,Male,0,No,Yes,9,Yes,No phone service,Fiber optic,No,No internet service,No internet service,No,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),98.23,884.07
CUST-0141,Female,1,Yes,No,7,Yes,Yes,Fiber optic,No,No,No internet service,Yes,Yes,No internet service,Month-to-month,Yes,Mailed check,106.49,745.43
CUST-0142,Male,0,Yes,No,7,Yes,Yes,Fiber optic,No,Yes,No,No,No internet service,No,Month-to-month,Yes,Mailed check,79.23,554.61
CUST-0143,Female,0,Yes,Yes,6,Yes,Yes,Fiber optic,No,Yes,No internet service,No,Yes,No,Two year,Yes,Mailed check,102.95,617.7
CUST-0144,Female,0,Yes,No,5,Yes,No phone service,DSL,No,No internet service,Yes,No internet service,No internet service,No internet service,One year,No,Electronic check,116.25,581.25
CUST-0145,Male,1,No,No,3,Yes,No,Fiber optic,No,No internet service,No internet service,No,Yes,Yes,One year,Yes,Mailed check,88.46,265.38
CUST-0146,Male,1,Yes,Yes,0,Yes,Yes,DSL,No,No internet service,No,No,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),103.2,0.0
CUST-0147,Male,0,No,Yes,8,Yes,No,DSL,No,No internet service,No internet service,No,No,No,Month-to-month,Yes,Credit card (automatic),111.96,895.68
CUST-0148,Male,0,Yes,Yes,0,Yes,No phone service,Fiber optic,No,No,No internet service,No,Yes,Yes,One year,No,Credit card (automatic),98.03,0.0
CUST-0149,Female,0,Yes,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,No,Electronic check,107.31,321.93
CUST-0150,Male,0,No,Yes,2,Yes,No phone service,No,No,No internet service,No internet service,No,No,No,Month-to-month,Yes,Mailed check,89.0,178.0
CUST-0151,Male,0,Yes,Yes,6,Yes,No,Fiber optic,No,Yes,No,No,No internet service,Yes,Month-to-month,No,Mailed check,88.77,532.62
CUST-0152,Male,0,Yes,Yes,4,Yes,Yes,Fiber optic,No,No internet service,No internet service,No,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),105.04,420.16
CUST-0153,Female,0,No,No,4,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,Yes,Electronic check,106.74,426.96
CUST-0154,Male,0,No,No,3,Yes,Yes,Fiber optic,No,Yes,No internet service,No,Yes,No,One year,No,Credit card (automatic),117.17,351.51
CUST-0155,Female,0,No,No,0,Yes,Yes,DSL,No,Yes,No,No,No,No,One year,Yes,Credit card (automatic),85.12,0.0
CUST-0156,Male,0,Yes,Yes,4,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,One year,No,Mailed check,96.07,384.28
CUST-0157,Female,1,Yes,No,3,Yes,Yes,Fiber optic,No,Yes,No,No,No internet service,Yes,One year,Yes,Credit card (automatic),86.27,258.81
CUST-0158,Male,0,No,No,9,Yes,No phone service,DSL,No,Yes,No internet service,No,No internet service,No,Month-to-month,No,Mailed check,78.6,707.4
CUST-0159,Male,0,No,No,7,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,93.15,652.05
CUST-0160,Female,0,Yes,No,1,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),91.83,91.83
CUST-0161,Male,0,Yes,No,7,Yes,Yes,No,Yes,Yes,Yes,No,No internet service,No,Month-to-month,No,Electronic check,87.17,610.19
CUST-0162,Male,0,No,No,0,Yes,No,Fiber optic,No,No internet service,Yes,No,No internet service,Yes,Month-to-month,Yes,Mailed check,88.36,0.0
CUST-0163,Male,0,No,Yes,3,No,No,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Mailed check,91.22,273.66
CUST-0164,Female,0,No,No,2,Yes,No phone service,DSL,No,Yes,Yes,No,No internet service,No,Month-to-month,Yes,Mailed check,119.5,239.0
CUST-0165,Male,1,No,No,4,Yes,Yes,Fiber optic,No,Yes,No,No internet service,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),110.23,440.92
CUST-0166,Female,0,Yes,No,4,Yes,Yes,Fiber optic,No,Yes,Yes,No internet service,No internet service,No,Month-to-month,Yes,Mailed check,78.21,312.84
CUST-0167,Female,1,Yes,No,4,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No internet service,Month-to-month,Yes,Electronic check,114.26,457.04
CUST-0168,Female,0,Yes,No,11,Yes,No phone service,Fiber optic,No,No,Yes,No,No internet service,Yes,Month-to-month,No,Electronic check,103.5,1138.5
CUST-0169,Male,1,Yes,Yes,3,No,No phone service,No,No,Yes,No internet service,No internet service,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),115.08,345.24
CUST-0170,Female,0,No,Yes,7,Yes,No,Fiber optic,No,Yes,No internet service,No,No internet service,No,Month-to-month,No,Electronic check,90.38,632.66
CUST-0171,Female,0,Yes,No,2,No,No,Fiber optic,No,No,No,No,No internet service,No,Month-to-month,Yes,Credit card (automatic),95.9,191.8
CUST-0172,Male,0,No,No,11,Yes,No,Fiber optic,No,No,Yes,No,Yes,No internet service,Month-to-month,Yes,Electronic check,115.33,1268.63
CUST-0173,Female,0,Yes,Yes,3,Yes,No phone service,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),87.27,261.81
CUST-0174,Female,0,Yes,Yes,0,Yes,No phone service,Fiber optic,No,Yes,No internet service,No,Yes,No internet service,Month-to-month,No,Mailed check,116.2,0.0
