customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges
CUST-0049,Female,0,No,Yes,62,Yes,No,DSL,Yes,No,No internet service,Yes,No internet service,Yes,Month-to-month,Yes,Mailed check,112.41,7068.52
CUST-0050,Male,0,Yes,No,55,Yes,Yes,Fiber optic,No internet service,No,Yes,No,No internet service,No,Month-to-month,Yes,Credit card (automatic),69.31,3437.71
CUST-0051,Female,0,Yes,No,41,Yes,No,Fiber optic,No,No,No internet service,Yes,No,Yes,Month-to-month,Yes,Mailed check,85.54,3337.26
CUST-0052,Male,0,Yes,No,60,Yes,No phone service,Fiber optic,Yes,No internet service,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,111.09,6541.19
CUST-0053,Female,0,No,No,41,Yes,Yes,No,No internet service,Yes,Yes,Yes,No internet service,No,Two year,No,Bank transfer (automatic),107.13,4357.25
CUST-0054,Male,0,No,No,55,Yes,No phone service,Fiber optic,No internet service,No,Yes,No,No internet service,No,Month-to-month,Yes,Credit card (automatic),69.19,3651.47
CUST-0055,Female,1,Yes,No,35,Yes,Yes,DSL,No internet service,No internet service,Yes,No,Yes,No,One year,Yes,Credit card (automatic),62.64,1987.61
CUST-0056,Female,0,No,No,67,Yes,Yes,Fiber optic,No,Yes,No,No internet service,No internet service,No,Month-to-month,No,Mailed check,52.65,3591.14
CUST-0057,Male,0,Yes,No,6,Yes,Yes,Fiber optic,No,No,No,No internet service,No,Yes,Month-to-month,No,Credit card (automatic),91.34,550.69
CUST-0058,Male,0,Yes,No,53,Yes,Yes,No,No internet service,Yes,Yes,Yes,No internet service,No,Month-to-month,No,Bank transfer (automatic),47.27,2396.58
CUST-0059,Male,0,Yes,No,0,Yes,No,DSL,No internet service,No,No internet service,No,No internet service,No,Two year,Yes,Credit card (automatic),43.49,0.0
CUST-0060,Male,0,Yes,No,43,Yes,No phone service,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),54.34,2567.76
CUST-0061,Male,0,No,No,44,Yes,No phone service,Fiber optic,No internet service,No,No,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,36.08,1581.8
CUST-0062,Male,0,No,No,46,Yes,No phone service,Fiber optic,No internet service,Yes,No internet service,Yes,No internet service,No internet service,One year,No,Electronic check,88.9,4298.78
CUST-0063,Male,1,No,No,12,Yes,Yes,DSL,No,No internet service,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),80.86,961.07
CUST-0064,Male,0,Yes,No,21,Yes,No,DSL,No internet service,Yes,No,No internet service,Yes,No internet service,One year,No,Mailed check,67.25,1283.22
CUST-0065,Female,0,Yes,No,20,No,No phone service,Fiber optic,No internet service,No,No internet service,No,Yes,Yes,Two year,Yes,Credit card (automatic),57.81,1112.17
CUST-0066,Female,0,Yes,Yes,8,Yes,No,Fiber optic,No internet service,Yes,Yes,Yes,No,No,Two year,Yes,Mailed check,110.72,853.89
CUST-0067,Male,0,No,Yes,25,Yes,Yes,Fiber optic,No,No internet service,Yes,No internet service,No internet service,No,Month-to-month,Yes,Credit card (automatic),20.97,559.73
CUST-0068,Female,0,Yes,No,8,Yes,No phone service,No,No internet service,Yes,Yes,No,Yes,No internet service,Month-to-month,Yes,Electronic check,96.45,795.4
CUST-0069,Female,0,No,Yes,14,Yes,No,No,No,No internet service,Yes,No internet service,Yes,No,One year,No,Electronic check,109.99,1470.7
CUST-0070,Female,0,No,Yes,9,Yes,Yes,Fiber optic,No,No internet service,No internet service,Yes,No internet service,No internet service,One year,No,Electronic check,63.53,625.26
CUST-0071,Female,0,No,Yes,41,No,No,DSL,Yes,Yes,No internet service,No,No internet service,No internet service,Month-to-month,No,Credit card (automatic),74.17,2932.43
CUST-0072,Male,0,No,Yes,71,Yes,No phone service,Fiber optic,Yes,No,No internet service,No,Yes,No,Two year,Yes,Electronic check,114.34,8927.09
CUST-0073,Female,0,No,Yes,23,Yes,No phone service,Fiber optic,No internet service,No internet service,No,No internet service,No internet service,No,Two year,No,Electronic check,39.65,1002.45
CUST-0074,Male,1,No,No,48,Yes,Yes,DSL,No,Yes,No internet service,No internet service,Yes,No internet service,Month-to-month,No,Electronic check,71.05,3199.78
CUST-0075,Female,0,Yes,No,25,Yes,Yes,No,Yes,No internet service,Yes,No internet service,No internet service,No,Two year,Yes,Electronic check,66.42,1598.31
CUST-0076,Female,0,Yes,No,36,Yes,Yes,No,No internet service,No,No,No,No internet service,Yes,Month-to-month,Yes,Mailed check,44.36,1592.5
CUST-0077,Female,0,No,No,67,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,101.5,7023.69
CUST-0078,Male,0,No,Yes,49,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No internet service,No,Month-to-month,No,Electronic check,109.76,5408.41
CUST-0079,Female,0,Yes,No,23,Yes,No,No,No,Yes,No internet service,No,No,Yes,Month-to-month,No,Mailed check,97.76,2459.59
CUST-0080,Male,0,No,No,18,Yes,Yes,Fiber optic,No,No,No internet service,Yes,No internet service,No,Two year,Yes,Mailed check,37.93,713.33
CUST-0081,Female,0,No,Yes,59,No,No phone service,DSL,Yes,No internet service,Yes,No internet service,Yes,No,Month-to-month,Yes,Credit card (automatic),26.85,1492.92
CUST-0082,Male,0,Yes,No,38,Yes,No phone service,Fiber optic,Yes,Yes,Yes,No internet service,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),79.76,2791.5
CUST-0083,Female,0,No,No,17,Yes,No,DSL,No,No internet service,No,No,No internet service,No,Month-to-month,No,Electronic check,23.82,420.2
CUST-0084,Male,0,No,No,18,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No,Month-to-month,No,Electronic check,86.63,1452.82
CUST-0085,Male,0,No,No,35,Yes,No phone service,Fiber optic,No,No,No,No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,72.1,2668.69
CUST-0086,Female,1,Yes,No,54,Yes,No phone service,No,Yes,Yes,No,No,No internet service,No internet service,One year,No,Credit card (automatic),85.6,4447.71
CUST-0087,Male,0,Yes,Yes,68,Yes,No,Fiber optic,No internet service,No internet service,No,Yes,No,No internet service,Month-to-month,Yes,Electronic check,78.2,5133.5
CUST-0088,Female,0,Yes,No,46,Yes,No,DSL,Yes,Yes,Yes,No,No,No internet service,Two year,No,Bank transfer (automatic),61.12,2536.44
CUST-0089,Female,0,No,Yes,48,No,No phone service,Fiber optic,No internet service,Yes,No,Yes,No,No,Two year,Yes,Mailed check,38.49,1921.79
CUST-0090,Female,0,No,No,32,Yes,Yes,Fiber optic,Yes,No,No,No,No,No internet service,Month-to-month,Yes,Credit card (automatic),49.18,1452.04
CUST-0091,Female,0,Yes,No,20,No,No,Fiber optic,No internet service,Yes,Yes,No,No,Yes,Two year,Yes,Mailed check,71.5,1508.04
CUST-0092,Female,0,No,No,21,Yes,No phone service,Fiber optic,No internet service,Yes,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,84.49,1771.4
CUST-0093,Female,0,No,No,47,Yes,No phone service,No,Yes,No internet service,No internet service,No,No internet service,Yes,Month-to-month,Yes,Electronic check,97.51,4843.54
CUST-0094,Female,0,No,Yes,36,Yes,No phone service,Fiber optic,No internet service,No,No,No,No,No internet service,Month-to-month,Yes,Electronic check,96.25,3523.16
CUST-0095,Female,0,No,Yes,14,Yes,No phone service,No,No,Yes,Yes,Yes,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),117.21,1503.9
CUST-0096,Female,0,No,Yes,34,No,Yes,DSL,Yes,No internet service,No internet service,No internet service,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),47.16,1688.63
CUST-0097,Female,0,Yes,Yes,70,Yes,No phone service,Fiber optic,No,No,No,Yes,No,No internet service,Two year,Yes,Credit card (automatic),25.25,1615.42
CUST-0098,Female,0,No,No,31,Yes,No,DSL,Yes,No,No,Yes,No internet service,No internet service,Month-to-month,Yes,Mailed check,53.26,1644.03
CUST-0099,Male,0,Yes,No,10,Yes,Yes,DSL,No internet service,No internet service,Yes,No internet service,No internet service,No internet service,One year,Yes,Electronic check,93.82,876.72
CUST-0100,Male,0,No,Yes,9,Yes,No phone service,DSL,No internet service,No internet service,No,No internet service,No internet service,No,Month-to-month,No,Electronic check,62.69,592.68
CUST-0101,Female,1,Yes,No,56,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,No internet service,No,Yes,One year,Yes,Electronic check,101.41,6146.44
CUST-0102,Female,0,No,No,24,No,No,Fiber optic,Yes,No internet service,Yes,No,No internet service,No internet service,Month-to-month,No,Electronic check,74.03,1795.95
CUST-0103,Female,0,Yes,No,1,Yes,No phone service,No,No,No internet service,No internet service,No internet service,Yes,Yes,Month-to-month,No,Bank transfer (automatic),112.84,113.45
CUST-0104,Female,0,No,No,63,Yes,No,No,No,Yes,No internet service,No internet service,Yes,Yes,Month-to-month,Yes,Mailed check,114.68,7606.26
CUST-0105,Female,0,Yes,Yes,34,Yes,No phone service,No,Yes,Yes,No internet service,No internet service,No,Yes,Month-to-month,Yes,Mailed check,25.07,768.01
CUST-0106,Female,0,No,No,6,Yes,No phone service,Fiber optic,Yes,No,No,Yes,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),64.55,419.66
CUST-0107,Female,0,Yes,No,17,Yes,No phone service,No,No,Yes,No,Yes,No,No internet service,Two year,Yes,Bank transfer (automatic),80.19,1280.74
CUST-0108,Female,1,No,No,66,Yes,No phone service,DSL,No,Yes,No internet service,No,Yes,Yes,Month-to-month,No,Electronic check,44.1,3192.42
CUST-0109,Male,0,Yes,Yes,41,Yes,No phone service,DSL,No,Yes,No internet service,Yes,Yes,No,One year,No,Mailed check,59.52,2555.63
CUST-0110,Female,0,Yes,No,38,Yes,Yes,Fiber optic,No,No internet service,Yes,No,Yes,Yes,One year,Yes,Mailed check,87.12,3492.14
CUST-0111,Male,0,No,Yes,40,Yes,No phone service,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),41.13,1696.6
CUST-0112,Female,0,No,Yes,23,Yes,No phone service,Fiber optic,Yes,No,No,No internet service,No,Yes,Month-to-month,No,Credit card (automatic),79.4,1815.85
CUST-0113,Female,0,Yes,No,59,Yes,Yes,Fiber optic,No internet service,No,No,Yes,No internet service,Yes,Month-to-month,No,Credit card (automatic),89.14,5334.6
CUST-0114,Male,1,No,No,45,Yes,Yes,No,No,No,Yes,No,No,Yes,Two year,Yes,Electronic check,27.23,1114.19
CUST-0115,Female,0,Yes,No,18,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,Yes,Yes,No internet service,One year,Yes,Credit card (automatic),68.75,1268.18
CUST-0116,Male,1,Yes,Yes,67,Yes,Yes,Fiber optic,Yes,Yes,No,No internet service,Yes,No,Month-to-month,Yes,Mailed check,44.83,3079.36
CUST-0117,Female,1,Yes,No,41,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,No,No,No,Month-to-month,No,Credit card (automatic),91.89,4062.26
CUST-0118,Female,0,No,Yes,31,Yes,Yes,No,No internet service,No,Yes,No internet service,No,Yes,Month-to-month,Yes,Electronic check,37.33,1158.54
CUST-0119,Male,0,Yes,Yes,38,Yes,No phone service,DSL,No,Yes,No,No internet service,No,No internet service,One year,Yes,Mailed check,109.01,3792.05
CUST-0120,Female,0,Yes,No,35,Yes,No phone service,Fiber optic,No,Yes,No,No,No internet service,No internet service,One year,No,Credit card (automatic),61.96,2084.54
CUST-0121,Male,0,No,No,35,Yes,No,No,No,No internet service,Yes,No internet service,Yes,No,Month-to-month,No,Credit card (automatic),38.2,1378.62
CUST-0122,Female,0,No,No,2,No,No phone service,No,No,No internet service,No,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),62.68,118.82
CUST-0123,Male,0,No,No,7,Yes,No phone service,Fiber optic,No internet service,No internet service,Yes,Yes,No internet service,No,One year,Yes,Electronic check,59.69,399.49
CUST-0124,Male,0,No,No,69,Yes,Yes,DSL,No internet service,Yes,No,No internet service,Yes,No,Month-to-month,Yes,Credit card (automatic),61.75,4533.84
CUST-0125,Female,0,Yes,No,40,Yes,Yes,DSL,Yes,Yes,Yes,No internet service,Yes,No,One year,No,Bank transfer (automatic),77.73,3161.63
CUST-0126,Female,1,Yes,Yes,67,Yes,No phone service,DSL,No,No internet service,No,No internet service,No,No internet service,Two year,Yes,Mailed check,71.16,4775.85
CUST-0127,Male,0,Yes,No,12,Yes,No,Fiber optic,No,No,No internet service,No internet service,No,No,Month-to-month,Yes,Bank transfer (automatic),33.28,384.86
CUST-0128,Female,0,Yes,No,48,Yes,Yes,No,No,No internet service,No internet service,No,No internet service,No,Two year,Yes,Bank transfer (automatic),24.69,1239.86
CUST-0129,Female,0,No,Yes,59,Yes,No phone service,DSL,No internet service,No internet service,No internet service,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),92.4,5220.15
CUST-0130,Female,0,Yes,No,1,Yes,No phone service,Fiber optic,No,No internet service,No,No internet service,No,No,Month-to-month,Yes,Credit card (automatic),75.09,78.65
CUST-0131,Male,0,Yes,No,59,Yes,No,Fiber optic,No internet service,No internet service,No,No internet service,Yes,No,Month-to-month,No,Credit card (automatic),54.62,2945.5
CUST-0132,Male,0,No,Yes,4,Yes,No,Fiber optic,No,Yes,No internet service,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),100.45,431.09
CUST-0133,Male,1,Yes,Yes,43,Yes,Yes,Fiber optic,No,No,No internet service,No internet service,No,Yes,Month-to-month,No,Mailed check,57.58,2475.73
CUST-0134,Male,0,Yes,No,26,Yes,No,DSL,Yes,No internet service,Yes,No,Yes,No internet service,Month-to-month,Yes,Electronic check,99.19,2547.22
CUST-0135,Male,0,Yes,Yes,31,Yes,No phone service,Fiber optic,No,No,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),49.19,1558.75
CUST-0136,Male,0,Yes,No,20,Yes,No phone service,Fiber optic,No,No,Yes,Yes,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),25.43,521.23
CUST-0137,Male,0,Yes,No,7,Yes,No,DSL,Yes,No,No internet service,No internet service,Yes,No internet service,One year,No,Electronic check,113.13,733.63
CUST-0138,Male,0,Yes,No,71,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,Yes,Yes,Month-to-month,Yes,Mailed check,58.24,4346.95
CUST-0139,Male,0,No,No,49,Yes,No,No,No internet service,Yes,No internet service,No internet service,Yes,No internet service,Two year,No,Electronic check,98.85,4626.59
CUST-0140,Female,1,No,No,66,Yes,No,Fiber optic,No,No internet service,Yes,No,No,No,One year,No,Credit card (automatic),46.47,3315.43
CUST-0141,Male,0,Yes,No,43,Yes,Yes,Fiber optic,No internet service,No,No,No internet service,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),83.93,3838.41
CUST-0142,Female,0,Yes,No,57,Yes,No,Fiber optic,No,No,No internet service,No internet service,Yes,No,Two year,Yes,Bank transfer (automatic),107.08,5915.9
CUST-0143,Female,0,No,No,2,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),22.25,47.24
CUST-0144,Female,0,Yes,Yes,69,Yes,No phone service,Fiber optic,Yes,No internet service,No,No internet service,No,Yes,Two year,No,Bank transfer (automatic),102.72,6884.11
CUST-0145,Male,1,Yes,No,1,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),76.28,70.19
CUST-0146,Male,1,Yes,No,43,Yes,Yes,No,Yes,Yes,Yes,No internet service,No internet service,Yes,One year,Yes,Bank transfer (automatic),79.96,3755.9
CUST-0147,Male,0,No,No,1,No,No,Fiber optic,Yes,No,No,Yes,Yes,No,Two year,No,Bank transfer (automatic),71.36,73.54
CUST-0148,Male,0,Yes,No,34,Yes,No phone service,DSL,No,Yes,No internet service,No internet service,No,Yes,Month-to-month,Yes,Bank transfer (automatic),107.2,3612.8
CUST-0149,Female,0,No,No,29,Yes,No phone service,DSL,No,Yes,Yes,Yes,No internet service,No internet service,Month-to-month,Yes,Mailed check,22.43,637.17
CUST-0150,Male,0,Yes,No,7,Yes,No phone service,No,Yes,No internet service,No internet service,No,No,No,Two year,Yes,Mailed check,44.62,301.39
CUST-0151,Male,1,No,No,21,Yes,No,Fiber optic,No internet service,No,No internet service,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),107.33,2470.96
CUST-0152,Male,0,No,No,43,No,No,Fiber optic,No internet service,No internet service,Yes,Yes,No internet service,No,Month-to-month,Yes,Mailed check,94.74,3776.23
CUST-0153,Male,0,Yes,No,57,Yes,Yes,Fiber optic,No,No,No internet service,Yes,No,No,Month-to-month,Yes,Credit card (automatic),19.8,1086.8
CUST-0154,Male,0,No,No,35,Yes,No phone service,DSL,No,No internet service,No internet service,No internet service,No,No,Month-to-month,Yes,Electronic check,70.73,2468.37
CUST-0155,Female,1,Yes,No,68,Yes,No,No,No internet service,No,Yes,No internet service,No,Yes,Two year,Yes,Electronic check,72.02,4875.81
CUST-0156,Male,0,No,Yes,30,Yes,No phone service,Fiber optic,Yes,No internet service,No internet service,No internet service,Yes,No internet service,Month-to-month,No,Mailed check,58.89,1756.58
CUST-0157,Female,0,Yes,No,46,Yes,No phone service,Fiber optic,No internet service,Yes,No,No,No internet service,No internet service,Month-to-month,No,Electronic check,48.33,2079.02
CUST-0158,Male,1,Yes,No,54,Yes,Yes,No,No internet service,No,No internet service,No,Yes,No internet service,One year,No,Electronic check,87.54,4391.47
CUST-0159,Female,0,No,Yes,61,Yes,Yes,No,No internet service,No,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),39.19,2273.34
CUST-0160,Male,0,Yes,No,29,No,Yes,No,No internet service,Yes,No internet service,No,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),99.49,3124.41
CUST-0161,Male,1,Yes,Yes,54,Yes,Yes,DSL,No,No internet service,Yes,Yes,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),99.91,4977.61
CUST-0162,Female,1,No,No,15,Yes,No phone service,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,No,Electronic check,60.36,952.01
CUST-0163,Female,0,Yes,No,11,Yes,Yes,DSL,Yes,No,No internet service,Yes,Yes,No,One year,Yes,Credit card (automatic),46.92,542.71
CUST-0164,Female,0,Yes,Yes,16,Yes,Yes,DSL,Yes,No internet service,Yes,No,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),46.96,797.91
CUST-0165,Male,0,No,No,15,Yes,Yes,Fiber optic,Yes,Yes,No internet service,No internet service,Yes,Yes,Month-to-month,No,Electronic check,67.19,1085.78
CUST-0166,Female,0,No,No,11,Yes,Yes,DSL,Yes,No internet service,Yes,No,No,No,Month-to-month,Yes,Mailed check,91.4,957.75
CUST-0167,Male,0,Yes,No,7,Yes,No phone service,DSL,No internet service,No internet service,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,54.6,361.15
CUST-0168,Male,0,Yes,Yes,2,Yes,Yes,Fiber optic,No,No internet service,No internet service,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),80.22,159.33
CUST-0169,Female,0,No,Yes,15,No,No phone service,No,No,No,No,No,Yes,No,Two year,No,Electronic check,57.01,814.97
CUST-0170,Female,0,No,No,29,Yes,No,DSL,Yes,Yes,No,Yes,No internet service,Yes,Month-to-month,Yes,Mailed check,49.06,1489.41
CUST-0171,Male,0,Yes,No,22,Yes,No phone service,No,Yes,Yes,No internet service,Yes,No,No,One year,No,Credit card (automatic),20.54,464.17
